Figure,Setting,Indicator,Group,Subgroup,Time,Start_Time,End_Time,Value,Measure
1,IP,Suspected COVID-19,Total,Total,53,12/30/2020,01/05/2021,15.2,Percent
1,IP,Suspected COVID-19,Total,Total,54,01/06/2021,01/12/2021,20.4,Percent
1,IP,Suspected COVID-19,Total,Total,55,01/13/2021,01/19/2021,21.4,Percent
1,IP,Suspected COVID-19,Total,Total,56,01/20/2021,01/26/2021,22.0,Percent
1,IP,Suspected COVID-19,Total,Total,57,01/27/2021,02/02/2021,22.4,Percent
1,IP,Suspected COVID-19,Total,Total,58,02/03/2021,02/09/2021,23.5,Percent
1,IP,Suspected COVID-19,Total,Total,59,02/10/2021,02/16/2021,22.8,Percent
1,IP,Suspected COVID-19,Total,Total,60,02/17/2021,02/23/2021,23.8,Percent
1,IP,Suspected COVID-19,Total,Total,61,02/24/2021,03/02/2021,23.6,Percent
1,IP,Suspected COVID-19,Total,Total,62,03/03/2021,03/09/2021,24.0,Percent
1,IP,Suspected COVID-19,Total,Total,63,03/10/2021,03/16/2021,23.5,Percent
1,IP,Suspected COVID-19,Total,Total,64,03/17/2021,03/23/2021,23.4,Percent
1,IP,Suspected COVID-19,Total,Total,65,03/24/2021,03/30/2021,23.3,Percent
1,IP,Suspected COVID-19,Total,Total,66,03/31/2021,04/06/2021,23.8,Percent
1,IP,Suspected COVID-19,Total,Total,67,04/07/2021,04/13/2021,23.1,Percent
1,IP,Suspected COVID-19,Total,Total,68,04/14/2021,04/20/2021,23.0,Percent
1,IP,Suspected COVID-19,Total,Total,69,04/21/2021,04/27/2021,23.5,Percent
1,IP,Suspected COVID-19,Total,Total,70,04/28/2021,05/04/2021,24.4,Percent
1,IP,Suspected COVID-19,Total,Total,71,05/05/2021,05/11/2021,24.9,Percent
1,IP,Suspected COVID-19,Total,Total,72,05/12/2021,05/18/2021,23.8,Percent
1,IP,Suspected COVID-19,Total,Total,73,05/19/2021,05/25/2021,23.7,Percent
1,IP,Suspected COVID-19,Total,Total,74,05/26/2021,06/01/2021,24.5,Percent
1,IP,Suspected COVID-19,Total,Total,75,06/02/2021,06/08/2021,23.9,Percent
1,IP,Suspected COVID-19,Total,Total,76,06/09/2021,06/15/2021,23.0,Percent
1,IP,Suspected COVID-19,Total,Total,77,06/16/2021,06/22/2021,23.9,Percent
1,IP,Suspected COVID-19,Total,Total,78,06/23/2021,06/29/2021,22.6,Percent
1,IP,Suspected COVID-19,Total,Total,79,06/30/2021,07/06/2021,22.6,Percent
1,IP,Suspected COVID-19,Total,Total,80,07/07/2021,07/13/2021,21.3,Percent
1,IP,Suspected COVID-19,Total,Total,81,07/14/2021,07/20/2021,21.8,Percent
1,IP,Suspected COVID-19,Total,Total,82,07/21/2021,07/27/2021,22.2,Percent
1,IP,Suspected COVID-19,Total,Total,83,07/28/2021,08/03/2021,23.3,Percent
1,IP,Suspected COVID-19,Total,Total,84,08/04/2021,08/10/2021,23.1,Percent
1,IP,Suspected COVID-19,Total,Total,85,08/11/2021,08/17/2021,23.4,Percent
1,IP,Suspected COVID-19,Total,Total,86,08/18/2021,08/24/2021,23.8,Percent
1,IP,Suspected COVID-19,Total,Total,87,08/25/2021,08/31/2021,24.0,Percent
1,IP,Suspected COVID-19,Total,Total,88,09/01/2021,09/07/2021,24.3,Percent
1,IP,Suspected COVID-19,Total,Total,89,09/08/2021,09/14/2021,24.2,Percent
1,IP,Suspected COVID-19,Total,Total,90,09/15/2021,09/21/2021,24.1,Percent
1,IP,Suspected COVID-19,Total,Total,91,09/22/2021,09/28/2021,25.6,Percent
1,IP,Suspected COVID-19,Total,Total,92,09/29/2021,10/05/2021,25.0,Percent
1,IP,Suspected COVID-19,Total,Total,93,10/06/2021,10/12/2021,25.5,Percent
1,IP,Suspected COVID-19,Total,Total,94,10/13/2021,10/19/2021,26.6,Percent
1,IP,Suspected COVID-19,Total,Total,95,10/20/2021,10/26/2021,26.4,Percent
1,IP,Suspected COVID-19,Total,Total,96,10/27/2021,11/02/2021,26.1,Percent
1,IP,Suspected COVID-19,Total,Total,97,11/03/2021,11/09/2021,25.6,Percent
1,IP,Suspected COVID-19,Total,Total,98,11/10/2021,11/16/2021,25.5,Percent
1,IP,Suspected COVID-19,Total,Total,99,11/17/2021,11/23/2021,25.9,Percent
1,IP,Suspected COVID-19,Total,Total,100,11/24/2021,11/30/2021,26.3,Percent
1,IP,Suspected COVID-19,Total,Total,101,12/01/2021,12/07/2021,26.6,Percent
1,IP,Suspected COVID-19,Total,Total,102,12/08/2021,12/14/2021,27.5,Percent
1,IP,Suspected COVID-19,Total,Total,103,12/15/2021,12/21/2021,28.4,Percent
1,IP,Suspected COVID-19,Total,Total,104,12/22/2021,12/28/2021,31.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,12,03/18/2020,03/24/2020,1.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,13,03/25/2020,03/31/2020,2.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,14,04/01/2020,04/07/2020,6.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,15,04/08/2020,04/14/2020,7.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,16,04/15/2020,04/21/2020,7.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,17,04/22/2020,04/28/2020,6.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,18,04/29/2020,05/05/2020,4.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,19,05/06/2020,05/12/2020,3.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,20,05/13/2020,05/19/2020,2.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,21,05/20/2020,05/26/2020,1.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,22,05/27/2020,06/02/2020,1.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,23,06/03/2020,06/09/2020,1.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,24,06/10/2020,06/16/2020,0.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,25,06/17/2020,06/23/2020,1.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,26,06/24/2020,06/30/2020,1.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,27,07/01/2020,07/07/2020,1.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,28,07/08/2020,07/14/2020,2.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,29,07/15/2020,07/21/2020,2.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,30,07/22/2020,07/28/2020,1.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,31,07/29/2020,08/04/2020,1.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,32,08/05/2020,08/11/2020,1.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,33,08/12/2020,08/18/2020,0.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,34,08/19/2020,08/25/2020,0.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,35,08/26/2020,09/01/2020,0.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,36,09/02/2020,09/08/2020,0.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,37,09/09/2020,09/15/2020,0.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,38,09/16/2020,09/22/2020,0.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,39,09/23/2020,09/29/2020,0.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,40,09/30/2020,10/06/2020,1.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,41,10/07/2020,10/13/2020,1.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,42,10/14/2020,10/20/2020,1.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,43,10/21/2020,10/27/2020,2.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,44,10/28/2020,11/03/2020,2.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,45,11/04/2020,11/10/2020,3.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,46,11/11/2020,11/17/2020,4.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,47,11/18/2020,11/24/2020,5.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,48,11/25/2020,12/01/2020,6.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,49,12/02/2020,12/08/2020,6.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,50,12/09/2020,12/15/2020,6.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,51,12/16/2020,12/22/2020,7.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,52,12/23/2020,12/29/2020,6.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,53,12/30/2020,01/05/2021,8.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,54,01/06/2021,01/12/2021,7.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,55,01/13/2021,01/19/2021,7.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,56,01/20/2021,01/26/2021,7.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,57,01/27/2021,02/02/2021,7.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,58,02/03/2021,02/09/2021,6.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,59,02/10/2021,02/16/2021,5.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,60,02/17/2021,02/23/2021,5.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,61,02/24/2021,03/02/2021,5.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,62,03/03/2021,03/09/2021,5.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,63,03/10/2021,03/16/2021,5.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,64,03/17/2021,03/23/2021,5.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,65,03/24/2021,03/30/2021,6.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,66,03/31/2021,04/06/2021,5.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,67,04/07/2021,04/13/2021,5.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,68,04/14/2021,04/20/2021,4.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,69,04/21/2021,04/27/2021,3.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,70,04/28/2021,05/04/2021,2.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,71,05/05/2021,05/11/2021,2.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,72,05/12/2021,05/18/2021,1.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,73,05/19/2021,05/25/2021,1.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,74,05/26/2021,06/01/2021,0.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,75,06/02/2021,06/08/2021,0.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,76,06/09/2021,06/15/2021,0.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,77,06/16/2021,06/22/2021,0.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,78,06/23/2021,06/29/2021,0.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,79,06/30/2021,07/06/2021,0.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,80,07/07/2021,07/13/2021,1.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,81,07/14/2021,07/20/2021,2.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,82,07/21/2021,07/27/2021,2.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,83,07/28/2021,08/03/2021,4.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,84,08/04/2021,08/10/2021,4.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,85,08/11/2021,08/17/2021,5.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,86,08/18/2021,08/24/2021,5.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,87,08/25/2021,08/31/2021,5.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,88,09/01/2021,09/07/2021,5.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,89,09/08/2021,09/14/2021,4.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,90,09/15/2021,09/21/2021,4.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,91,09/22/2021,09/28/2021,3.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,92,09/29/2021,10/05/2021,3.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,93,10/06/2021,10/12/2021,3.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,94,10/13/2021,10/19/2021,2.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,95,10/20/2021,10/26/2021,2.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,96,10/27/2021,11/02/2021,2.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,97,11/03/2021,11/09/2021,2.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,98,11/10/2021,11/16/2021,3.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,99,11/17/2021,11/23/2021,3.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,100,11/24/2021,11/30/2021,4.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,101,12/01/2021,12/07/2021,6.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,102,12/08/2021,12/14/2021,7.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,103,12/15/2021,12/21/2021,15.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Large central & fringe metro areas,104,12/22/2021,12/28/2021,27.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,12,03/18/2020,03/24/2020,0.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,13,03/25/2020,03/31/2020,1.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,14,04/01/2020,04/07/2020,2.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,15,04/08/2020,04/14/2020,1.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,16,04/15/2020,04/21/2020,1.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,17,04/22/2020,04/28/2020,2.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,18,04/29/2020,05/05/2020,1.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,19,05/06/2020,05/12/2020,1.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,20,05/13/2020,05/19/2020,1.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,21,05/20/2020,05/26/2020,1.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,22,05/27/2020,06/02/2020,1.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,23,06/03/2020,06/09/2020,1.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,24,06/10/2020,06/16/2020,1.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,25,06/17/2020,06/23/2020,1.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,26,06/24/2020,06/30/2020,2.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,27,07/01/2020,07/07/2020,3.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,28,07/08/2020,07/14/2020,3.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,29,07/15/2020,07/21/2020,2.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,30,07/22/2020,07/28/2020,2.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,31,07/29/2020,08/04/2020,1.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,32,08/05/2020,08/11/2020,1.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,33,08/12/2020,08/18/2020,1.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,34,08/19/2020,08/25/2020,1.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,35,08/26/2020,09/01/2020,1.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,36,09/02/2020,09/08/2020,1.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,37,09/09/2020,09/15/2020,1.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,38,09/16/2020,09/22/2020,1.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,39,09/23/2020,09/29/2020,1.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,40,09/30/2020,10/06/2020,1.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,41,10/07/2020,10/13/2020,1.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,42,10/14/2020,10/20/2020,1.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,43,10/21/2020,10/27/2020,2.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,44,10/28/2020,11/03/2020,2.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,45,11/04/2020,11/10/2020,4.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,46,11/11/2020,11/17/2020,5.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,47,11/18/2020,11/24/2020,6.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,48,11/25/2020,12/01/2020,7.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,49,12/02/2020,12/08/2020,7.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,50,12/09/2020,12/15/2020,7.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,51,12/16/2020,12/22/2020,7.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,52,12/23/2020,12/29/2020,7.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,53,12/30/2020,01/05/2021,7.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,54,01/06/2021,01/12/2021,7.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,55,01/13/2021,01/19/2021,6.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,56,01/20/2021,01/26/2021,5.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,57,01/27/2021,02/02/2021,4.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,58,02/03/2021,02/09/2021,3.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,59,02/10/2021,02/16/2021,3.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,60,02/17/2021,02/23/2021,2.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,61,02/24/2021,03/02/2021,2.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,62,03/03/2021,03/09/2021,2.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,63,03/10/2021,03/16/2021,2.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,64,03/17/2021,03/23/2021,2.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,65,03/24/2021,03/30/2021,3.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,66,03/31/2021,04/06/2021,3.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,67,04/07/2021,04/13/2021,3.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,68,04/14/2021,04/20/2021,3.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,69,04/21/2021,04/27/2021,3.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,70,04/28/2021,05/04/2021,2.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,71,05/05/2021,05/11/2021,2.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,72,05/12/2021,05/18/2021,1.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,73,05/19/2021,05/25/2021,1.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,74,05/26/2021,06/01/2021,1.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,75,06/02/2021,06/08/2021,0.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,76,06/09/2021,06/15/2021,0.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,77,06/16/2021,06/22/2021,0.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,78,06/23/2021,06/29/2021,0.7,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,79,06/30/2021,07/06/2021,0.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,80,07/07/2021,07/13/2021,1.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,81,07/14/2021,07/20/2021,2.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,82,07/21/2021,07/27/2021,3.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,83,07/28/2021,08/03/2021,4.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,84,08/04/2021,08/10/2021,6.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,85,08/11/2021,08/17/2021,7.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,86,08/18/2021,08/24/2021,8.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,87,08/25/2021,08/31/2021,7.9,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,88,09/01/2021,09/07/2021,8.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,89,09/08/2021,09/14/2021,7.5,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,90,09/15/2021,09/21/2021,6.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,91,09/22/2021,09/28/2021,5.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,92,09/29/2021,10/05/2021,4.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,93,10/06/2021,10/12/2021,4.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,94,10/13/2021,10/19/2021,3.6,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,95,10/20/2021,10/26/2021,3.3,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,96,10/27/2021,11/02/2021,3.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,97,11/03/2021,11/09/2021,3.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,98,11/10/2021,11/16/2021,3.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,99,11/17/2021,11/23/2021,4.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,100,11/24/2021,11/30/2021,5.4,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,101,12/01/2021,12/07/2021,5.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,102,12/08/2021,12/14/2021,5.8,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,103,12/15/2021,12/21/2021,8.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Medium & small metro areas,104,12/22/2021,12/28/2021,14.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,12,03/18/2020,03/24/2020,0.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,13,03/25/2020,03/31/2020,0.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,14,04/01/2020,04/07/2020,0.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,15,04/08/2020,04/14/2020,0.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,16,04/15/2020,04/21/2020,0.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,17,04/22/2020,04/28/2020,0.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,18,04/29/2020,05/05/2020,0.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,19,05/06/2020,05/12/2020,0.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,20,05/13/2020,05/19/2020,0.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,21,05/20/2020,05/26/2020,0.0,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,22,05/27/2020,06/02/2020,0.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,23,06/03/2020,06/09/2020,0.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,24,06/10/2020,06/16/2020,0.2,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,25,06/17/2020,06/23/2020,0.1,Percent
2,ED,Confirmed COVID-19,Urban-rural,Rural areas,26,06/24/2020,06/30/2020,0.6,Percent
